CollectionName;Labels
['BIT'];['s00001804', 's00001804', 's00001804', 's00002198', 's00002198', 's00002198', 's00002199', 's00002199', 's00002199', 's00002200', 's00002200', 's00002200', 's00002201', 's00002201', 's00002201', 's00002202', 's00002202', 's00002202']
['BIT'];['s00001030', 's00001030', 's00001030', 's00002486', 's00002486', 's00002486', 's00002504', 's00002504', 's00002504', 's00002505', 's00002505', 's00002505', 's00003421', 's00003421', 's00003421', 's00003437', 's00003437', 's00003437', 's00003439', 's00003439', 's00003439', 's00003470', 's00003470', 's00003470', 's00003476', 's00003476', 's00003476', 's00003555', 's00003555', 's00003555', 's00003613', 's00003613', 's00003613', 's00003613:2', 's00003613:2', 's00003613:2', 's00003620', 's00003620', 's00003620']
['BIT'];['s00001094', 's00001094', 's00001094', 's00001095', 's00001095', 's00001095', 's00001140', 's00001140', 's00001374', 's00001374', 's00001374', 's00002274', 's00002274', 's00002274', 's00002286', 's00002286', 's00002286', 's00002464', 's00002464', 's00002464', 's00002481', 's00002481', 's00002481', 's00002482', 's00002482', 's00002482', 's00002483', 's00002483', 's00002483']
['BIT'];['s00001124', 's00001124', 's00001124', 's00001127', 's00001127', 's00001127', 's00001129', 's00001129', 's00001129', 's00001130', 's00001130', 's00001130', 's00003921', 's00003921', 's00003921', 's00003927', 's00003927', 's00003927', 's00004242', 's00004242', 's00004242', 's00004258', 's00004258', 's00004258', 's00004259', 's00004259', 's00004259']
['BIT'];['s00002417', 's00002417', 's00002718', 's00002718', 's00002718', 's00006710', 's00006710', 's00006710']
['BIT'];['s00002860', 's00002860', 's00002860', 's00002862', 's00002862', 's00002862']
['BIT'];['s00002765', 's00002765']
['BIT'];['s00001030', 's00001030', 's00001030', 's00002486', 's00002486', 's00002486', 's00002505', 's00002505', 's00002505', 's00003426', 's00003426', 's00003426', 's00003436', 's00003436', 's00003436']
['BIT'];['s00001005', 's00001005', 's00001005', 's00001214', 's00001214', 's00001214', 's00001215', 's00001215', 's00001215', 's00001228', 's00001228', 's00001228', 's00001229', 's00001229', 's00001229', 's00002176', 's00002176', 's00002176', 's00003816', 's00003816', 's00003816']
['BIT'];['s00001294', 's00001294', 's00001355', 's00001355', 's00001360', 's00001360', 's00001360', 's00001380', 's00001380', 's00001380', 's00001406', 's00001406', 's00001406', 's00001727', 's00001727', 's00001727', 's00001809', 's00001809', 's00001809', 's00001851', 's00001851', 's00001851', 's00001852', 's00001852', 's00001852', 's00001855', 's00001855', 's00001855', 's00001891', 's00001891', 's00001891', 's00001895', 's00001895', 's00001895', 's00001899', 's00001899', 's00001900', 's00001900', 's00001901', 's00001901', 's00001902', 's00001902', 's00001902', 's00001903', 's00001903', 's00001903', 's00001904', 's00001904', 's00001904', 's00001905', 's00001905', 's00001906', 's00001906', 's00001906', 's00001907', 's00001907', 's00001908', 's00001908', 's00001908', 's00001909', 's00001909', 's00001909']
['BIT'];['s00001397', 's00001397', 's00001397', 's00003478', 's00003478', 's00003478', 's00003480', 's00003480', 's00003480', 's00003524', 's00003524']
['BIT'];['s00001821', 's00001821', 's00001821', 's00001939', 's00001939', 's00001939', 's00003512', 's00003512', 's00003512', 's00003513', 's00003513', 's00003513', 's00003514', 's00003514', 's00003514', 's00003515', 's00003515', 's00003515', 's00003516', 's00003516', 's00003516', 's00003517', 's00003517', 's00003517', 's00003518', 's00003518', 's00003518', 's00003519', 's00003519', 's00003519', 's00003520', 's00003520', 's00003520']
['BIT'];['s00001167', 's00001167', 's00001167', 's00001374', 's00001374', 's00001374', 's00001410', 's00001410', 's00001410', 's00002085', 's00002085', 's00002085', 's00002093', 's00002093', 's00002093', 's00002093:2', 's00002093:2', 's00002093:2', 's00002101', 's00002101', 's00002101', 's00002115', 's00002115', 's00002115', 's00002116', 's00002116', 's00002116', 's00002117', 's00002117', 's00002117', 's00002118', 's00002118', 's00002118', 's00002120', 's00002120', 's00002120']
['BIT'];['s00001355', 's00001355', 's00001360', 's00001360', 's00001360', 's00001419', 's00001419', 's00001419', 's00001928', 's00001928', 's00001928', 's00002166', 's00002166', 's00002166', 's00002188', 's00002188', 's00002188', 's00002189', 's00002189', 's00002190', 's00002190', 's00002190', 's00002191', 's00002191', 's00002191']
['BIT'];['s00000527', 's00000623', 's00001337', 's00001341', 's00001343', 's00001344', 's00001345']
['BIT'];['s00006414', 's00006414', 's00006414', 's00006415', 's00006415', 's00006415', 's00006416', 's00006416', 's00006417', 's00006417', 's00006417', 's00006418', 's00006418', 's00006419', 's00006419', 's00006420', 's00006420', 's00006420', 's00006421', 's00006421', 's00006421', 's00006422', 's00006422', 's00006422', 's00006423', 's00006423', 's00006423']
['BIT'];['s00000169', 's00000511', 's00000511', 's00001941', 's00003846', 's00003848', 's00006519', 's00009475', 's00011448', 's00011450', 's00012488', 's00012488', 's00012488', 's00012494', 's00012621', 's00012621', 's00012621', 's00012622', 's00012622', 's00012622', 's00012623', 's00012624', 's00012625', 's00012626', 's00012627', 's00012628', 's00012629', 's00012630', 's00012631', 's00012632', 's00012633', 's00012634', 's00012635', 's00012636', 's00012637', 's00012638', 's00012639', 's00012640', 's00012641', 's00012642', 's00012643', 's00012644', 's00012645', 's00012662', 's00012667', 's00012680']
['BIT'];['s00000698', 's00000698', 's00000698', 's00000777', 's00000777', 's00000777', 's00000846', 's00000846', 's00000846', 's00000880', 's00000880', 's00000880', 's00000881', 's00000881', 's00000881', 's00000882', 's00000882', 's00000882', 's00000883', 's00000883', 's00000883', 's00000884', 's00000884', 's00000884', 's00000885', 's00000885', 's00000885', 's00000886', 's00000886', 's00000886', 's00000887', 's00000887', 's00000887', 's00000888', 's00000888', 's00000888', 's00000889', 's00000889', 's00000889', 's00000890', 's00000890', 's00000890']
['BIT'];['s00000216']
['BIT'];['s00007223', 's00007223', 's00007228', 's00007228', 's00007228', 's00007229', 's00007229', 's00007230', 's00007230', 's00007230', 's00007231', 's00007231', 's00007231', 's00007232', 's00007232', 's00007232', 's00007233', 's00007233', 's00007233', 's00007234', 's00007234', 's00007234']
['BIT'];['s00001294', 's00001294', 's00001419', 's00001419', 's00002723', 's00002723', 's00002723', 's00005810', 's00005810', 's00005810', 's00005811', 's00005811', 's00005811', 's00005812', 's00005812', 's00005812', 's00005813', 's00005813', 's00005813', 's00005814', 's00005814', 's00005814', 's00005815', 's00005815', 's00005815', 's00005816', 's00005816', 's00005816', 's00005817', 's00005817', 's00005817', 's00005818', 's00005818', 's00005818', 's00005819', 's00005819', 's00005820', 's00005820', 's00005820', 's00005821', 's00005821', 's00005821']
['BIT'];['s00000843', 's00000843', 's00000963', 's00000963', 's00000963', 's00001066', 's00001066', 's00001066', 's00001288', 's00001288', 's00001289', 's00001289', 's00001290', 's00001290', 's00001291', 's00001291', 's00001291', 's00001292', 's00001292', 's00001292']
['BIT'];['s00000527', 's00000941']
['BIT'];['s00001465', 's00001465', 's00001465', 's00001466', 's00001466', 's00001466', 's00001467', 's00001467', 's00001467', 's00001468', 's00001468', 's00001468', 's00001469', 's00001469', 's00001469', 's00001470', 's00001470', 's00001470', 's00001471', 's00001471', 's00001471']
['BIT'];['s00001520', 's00001520', 's00001520', 's00001521', 's00001521', 's00001521', 's00001522', 's00001522', 's00001522', 's00001523', 's00001523', 's00001523', 's00001524', 's00001524', 's00001524']
['BIT'];['s00005009', 's00005009', 's00005010', 's00005010', 's00005010']
['BIT'];['s00002481', 's00002481', 's00002481', 's00006823', 's00006823', 's00006824', 's00006824', 's00006825', 's00006825', 's00006826', 's00006826']
['BIT'];['s00000527', 's00000621', 's00000623', 's00000624', 's00000625']
['BIT'];['s00001419', 's00001419', 's00004843', 's00004843', 's00004843']
['BIT'];['s00005011', 's00005012', 's00005012', 's00005013', 's00005014', 's00005015']
['BIT'];['s00000068', 's00000130', 's00000179', 's00001950', 's00001950', 's00001971', 's00002168', 's00002170', 's00002170', 's00002400', 's00002622', 's00002622', 's00002626', 's00003787', 's00003789', 's00003791', 's00003846', 's00003848', 's00004036', 's00004111', 's00004113', 's00004214', 's00004356', 's00004358', 's00004587', 's00004588', 's00004589', 's00004590', 's00004591', 's00004592', 's00004593', 's00004594', 's00004595', 's00004596', 's00004597', 's00004598', 's00004599', 's00004600', 's00004621']
['BIT'];['s00002524', 's00002524', 's00002524', 's00002851', 's00002851', 's00002851', 's00002857', 's00002857', 's00002857', 's00002864', 's00002864', 's00002864']
['BIT'];['s00001009', 's00001009', 's00001009', 's00001371', 's00001371', 's00001371', 's00001372', 's00001372', 's00001372', 's00001373', 's00001373', 's00001373']
['BIT'];['s00001129', 's00001129', 's00001129', 's00002534', 's00002534', 's00002534', 's00002538', 's00002538', 's00002538', 's00003114', 's00003114', 's00003114', 's00003537', 's00003537', 's00003537', 's00005007', 's00005007', 's00005007', 's00005008', 's00005008', 's00005008', 's00005009', 's00005009', 's00005009']
['BIT'];['s00001374']
['BIT'];['s00002254', 's00002254', 's00006053', 's00006053', 's00006054', 's00006054', 's00006054', 's00006056', 's00006056', 's00006056', 's00006175', 's00006175', 's00006175']
['BIT'];['s00002699', 's00002699', 's00002699', 's00004547', 's00004547', 's00004548', 's00004548', 's00004549', 's00004549', 's00004550', 's00004550']
['BIT'];['s00002092', 's00002092', 's00002092', 's00002096', 's00002096', 's00002096', 's00002102', 's00002102', 's00002102', 's00002103', 's00002103', 's00002103', 's00002104', 's00002104', 's00002104', 's00002758', 's00002758', 's00002758', 's00002759', 's00002759', 's00002759', 's00002760', 's00002760', 's00002760', 's00002761', 's00002761', 's00002761', 's00002761:2', 's00002761:2', 's00002761:2', 's00002762', 's00002762', 's00002762']
['BIT'];['s00003504', 's00003504', 's00003504', 's00003532', 's00003532', 's00003532', 's00003547', 's00003547', 's00003547', 's00003548', 's00003548', 's00003548', 's00003549', 's00003549', 's00003549', 's00003550', 's00003550', 's00003550', 's00003551', 's00003551', 's00003551', 's00003552', 's00003552', 's00003552', 's00003553', 's00003553', 's00003553', 's00003554', 's00003554', 's00003554']
['BIT'];['s00000984', 's00000984', 's00000984', 's00001430', 's00001430', 's00001430', 's00003731', 's00003731', 's00003750', 's00003750', 's00003751', 's00003752', 's00003752', 's00003752']
['BIT'];['s00000018', 's00000124', 's00000132', 's00000134', 's00000136', 's00000138', 's00000140', 's00000142', 's00000144', 's00000179', 's00000910', 's00000947', 's00001329', 's00001574', 's00001613', 's00001615', 's00001902', 's00002132', 's00002269', 's00002277', 's00002299', 's00002306', 's00002326', 's00002344', 's00002356', 's00002371', 's00002622', 's00002622', 's00002626', 's00003788', 's00003803', 's00003846', 's00003848', 's00003865', 's00003867', 's00003997', 's00003999', 's00004026', 's00004027', 's00004028', 's00004029', 's00004030', 's00004031', 's00004032', 's00004033', 's00004034', 's00004035', 's00004036', 's00004037', 's00004038', 's00004039', 's00004040', 's00004041', 's00004042', 's00004079', 's00004081', 's00004089', 's00004102', 's00004111', 's00004113']
['BIT'];['s00000771', 's00000805', 's00000887', 's00000888', 's00002713', 's00002713', 's00002717', 's00002948', 's00002948', 's00002949']
['BIT'];['s00001167', 's00001167', 's00001167', 's00001274', 's00001274', 's00002115', 's00002115', 's00002115', 's00002117', 's00002117', 's00002117', 's00002464', 's00002464', 's00002464', 's00002471', 's00002471', 's00002471', 's00002561', 's00002561', 's00002561', 's00002885', 's00002885', 's00002885']
['BIT'];['s00006444', 's00006444', 's00006444', 's00006445', 's00006445', 's00006445', 's00006446', 's00006446', 's00006446']
['BIT'];['s00002285', 's00002285', 's00002285', 's00003306', 's00003306', 's00003306', 's00004746', 's00004746', 's00005428', 's00005428', 's00005498', 's00005498', 's00005498', 's00005499', 's00005499', 's00005499', 's00005500', 's00005500', 's00005500', 's00005501', 's00005501', 's00005501', 's00005502', 's00005502', 's00005503', 's00005503', 's00005503', 's00005504', 's00005504', 's00005504', 's00005505', 's00005505', 's00005505', 's00005506', 's00005506', 's00005506']
['BIT'];['s00002868', 's00002868', 's00002868']
['BIT'];['s00001360', 's00001360', 's00001360', 's00001419', 's00001419', 's00001419', 's00001491', 's00001491', 's00001491', 's00001813', 's00001813', 's00001813', 's00002958', 's00002958', 's00003040', 's00003040', 's00003040', 's00003041', 's00003041', 's00003041']
['BIT'];['s00002373', 's00002373', 's00002373', 's00002392', 's00002392', 's00002392', 's00002412', 's00002412', 's00002412']
['BIT'];['s00005092', 's00005092', 's00005093', 's00005093', 's00005093', 's00005094', 's00005094', 's00005094', 's00005095', 's00005095', 's00005095']
['BIT'];['s00001419', 's00001419', 's00001419', 's00002343', 's00002343', 's00002343']
['BIT'];['s00002824', 's00002824', 's00002824', 's00002826', 's00002826', 's00002826']
['BIT'];['s00001792', 's00001792', 's00001792', 's00002063', 's00002063', 's00002063', 's00002639', 's00002639', 's00002639', 's00002693', 's00002693', 's00002693', 's00002804', 's00002804', 's00003487', 's00003487', 's00003487', 's00003488', 's00003488', 's00003488']
['BIT'];['s00000527', 's00002536']
['BIT'];['s00001167', 's00001167', 's00001167', 's00002359', 's00002359', 's00002359', 's00002365', 's00002365', 's00002365', 's00002375', 's00002375', 's00002375', 's00002385', 's00002385', 's00002385', 's00002386', 's00002386', 's00002386', 's00002387', 's00002387', 's00002387', 's00002388', 's00002388', 's00002388', 's00002389', 's00002389', 's00002389', 's00002390', 's00002390', 's00002390']
['BIT'];['s00000062']
['BIT'];['s00005393', 's00005397', 's00005398', 's00005399', 's00005400', 's00005401', 's00005402', 's00005403', 's00005404', 's00005405']
['BIT'];['s00002028', 's00002028', 's00002028', 's00002464', 's00002464', 's00002464', 's00002482', 's00002482', 's00002482', 's00002870', 's00002870', 's00002870', 's00002871', 's00002871', 's00002871']
['BIT'];['s00000115', 's00000895', 's00000897', 's00000898', 's00000899', 's00000902', 's00000904', 's00000905', 's00000906', 's00000908', 's00000910', 's00000911', 's00000912', 's00000913', 's00000918', 's00000919', 's00001006', 's00001009', 's00001010', 's00001011', 's00001012', 's00001013', 's00001014', 's00001015', 's00001016']
['BIT'];['s00000018', 's00000130', 's00000517', 's00000517', 's00000518', 's00000518', 's00000518', 's00001444', 's00001463', 's00001574', 's00001574', 's00001574', 's00001574', 's00001757', 's00001757', 's00001902', 's00001976', 's00002114', 's00002120', 's00002132', 's00002400', 's00003361', 's00003363', 's00003363', 's00003453', 's00003459', 's00003900', 's00004034', 's00004266', 's00004266', 's00004278', 's00004327', 's00004497', 's00004497', 's00004497', 's00004506', 's00004728', 's00005181', 's00005416', 's00005418', 's00005469', 's00005471', 's00005639', 's00011234', 's00011251', 's00011503', 's00011570', 's00011963', 's00012075', 's00012075', 's00012076', 's00012076', 's00012077', 's00012078', 's00012079', 's00012080', 's00012081', 's00012082', 's00012083', 's00012084', 's00012085', 's00012086', 's00012087', 's00012088', 's00012089', 's00012090', 's00012091', 's00012092', 's00012093', 's00012094', 's00012095', 's00012096', 's00012097', 's00012098', 's00012099', 's00012100', 's00012101', 's00012102', 's00012103', 's00012104', 's00012105', 's00012175', 's00012180']
['BIT'];['s00001771', 's00001771', 's00001771', 's00001772', 's00001772', 's00001772', 's00001773', 's00001773', 's00001773', 's00001774', 's00001774', 's00001774', 's00001775', 's00001775', 's00001775', 's00001776', 's00001776', 's00001776', 's00001777', 's00001777', 's00001777', 's00001778', 's00001778', 's00001778', 's00001779', 's00001779', 's00001779', 's00001780', 's00001780', 's00001780']
['BIT'];['s00001526', 's00001526', 's00001526', 's00001617', 's00001617', 's00001617', 's00001618', 's00001618', 's00001618', 's00001619', 's00001619', 's00001619', 's00001620', 's00001620', 's00001620']
['BIT'];['s00001009', 's00001009', 's00001009', 's00001395', 's00001395', 's00001395', 's00001396', 's00001396', 's00001396']
['BIT'];['s00004721', 's00004721', 's00004721', 's00005187', 's00005187', 's00005187', 's00005912', 's00005912', 's00005912', 's00005913', 's00005913', 's00005913', 's00005914', 's00005914', 's00005914', 's00005915', 's00005915', 's00005915', 's00005916', 's00005916', 's00005916']
['BIT'];['s00001009', 's00001009', 's00001009', 's00001051', 's00001051', 's00001051', 's00001109', 's00001109', 's00001109', 's00001115', 's00001115', 's00001115', 's00001172', 's00001172', 's00001172', 's00001173', 's00001173', 's00001173', 's00001174', 's00001174', 's00001174', 's00001175', 's00001175', 's00001175']
['BIT'];['s00001072', 's00001077', 's00001078', 's00001079', 's00001080', 's00001081']
['BIT'];['s00000911', 's00001330']
['BIT'];['s00001108', 's00001108', 's00001809', 's00001809', 's00001809', 's00001851', 's00001851', 's00001851', 's00001855', 's00001855', 's00001855', 's00001982', 's00001982', 's00001983', 's00001983', 's00001984', 's00001984', 's00001984', 's00001985', 's00001985', 's00001985']
['BIT'];['s00002727', 's00002727', 's00002727', 's00003357', 's00003357', 's00003357', 's00004817', 's00004817', 's00004817', 's00004856', 's00004856', 's00004862', 's00004862', 's00004863', 's00004863', 's00004864', 's00004864', 's00004864', 's00004865', 's00004865', 's00004865', 's00004866', 's00004866', 's00004866', 's00004867', 's00004867', 's00004867']
['BIT'];['s00002464', 's00002464', 's00002464', 's00002471', 's00002471', 's00002471', 's00002665', 's00002665', 's00002665', 's00002691', 's00002691', 's00002691', 's00002692', 's00002692', 's00002692', 's00002693', 's00002693', 's00002693', 's00002694', 's00002694', 's00002694']
['BIT'];['s00001017']
['BIT'];['s00002118', 's00002118', 's00002118', 's00002287', 's00002287', 's00002287', 's00002319', 's00002319', 's00002319', 's00002831', 's00002831', 's00002831']
['BIT'];['s00000982', 's00000982', 's00000982', 's00001950', 's00001950', 's00002261', 's00002261', 's00002261', 's00004729', 's00004729', 's00004729', 's00004730', 's00004730', 's00004730', 's00004731', 's00004731', 's00004731']
['BIT'];['s00001194', 's00001194', 's00001194', 's00001215', 's00001215', 's00001215', 's00001216', 's00001216', 's00001216', 's00001217', 's00001217', 's00001217']
['BIT'];['s00001759']
['BIT'];['s00001094', 's00001094', 's00001094', 's00001095', 's00001095', 's00001095', 's00002274', 's00002274', 's00002274', 's00002286', 's00002286', 's00002286']
['BIT'];['s00001244', 's00001244', 's00001349', 's00001349']
['BIT'];['s00001824', 's00001826']
['BIT'];['s00001009', 's00001009', 's00001009', 's00001168', 's00001168', 's00001168', 's00001395', 's00001395', 's00001395', 's00001407', 's00001407', 's00001407', 's00001408', 's00001408', 's00001408', 's00001409', 's00001409', 's00001409', 's00001410', 's00001410', 's00001410']
['BIT'];['s00002817', 's00002817', 's00002817', 's00002822', 's00002822', 's00002822', 's00003642', 's00003642', 's00003642']
['BIT'];['s00002093', 's00002093', 's00002093', 's00002117', 's00002117', 's00002291', 's00002291', 's00002291', 's00002300', 's00002300', 's00002300', 's00002325', 's00002325', 's00002325', 's00002326', 's00002326', 's00002326', 's00002327', 's00002327', 's00002327', 's00002812', 's00002812', 's00002812', 's00002813', 's00002813', 's00002813', 's00002814', 's00002814', 's00002814']
['BIT'];['s00001005', 's00001005', 's00001005', 's00001215', 's00001215', 's00001215', 's00002356', 's00002356', 's00002356', 's00002357', 's00002357', 's00002357', 's00002358', 's00002358', 's00002358']
['BIT'];['s00000537', 's00000724', 's00000725', 's00000726', 's00000728']
['BIT'];['s00001360', 's00001360', 's00001360', 's00001597', 's00001597', 's00001597', 's00001598', 's00001598', 's00001598', 's00001928', 's00001928', 's00001928', 's00001929', 's00001929', 's00001929']
['BIT'];['s00001545', 's00001545', 's00001545', 's00001546', 's00001546', 's00001546', 's00001547', 's00001547', 's00001547', 's00001548', 's00001548', 's00001548', 's00001549', 's00001549', 's00001549', 's00001550', 's00001550', 's00001550', 's00001551', 's00001551', 's00001551', 's00001553', 's00001553', 's00001553', 's00001554', 's00001554', 's00001554', 's00001555', 's00001555', 's00001555', 's00001556', 's00001556', 's00001557', 's00001557', 's00001557']
['BIT'];['s00001030', 's00001030', 's00001030', 's00001055', 's00001055', 's00001055', 's00001056', 's00001056', 's00001056']
['BIT'];['s00003773', 's00003773', 's00003773', 's00003794', 's00003794', 's00003794']
['BIT'];['s00002092', 's00002092', 's00002092', 's00002096', 's00002096', 's00002096', 's00002102', 's00002102', 's00002102', 's00002103', 's00002103', 's00002103', 's00002104', 's00002104', 's00002104']
['BIT'];['s00001119', 's00001119', 's00001294', 's00001294', 's00001360', 's00001360', 's00001360', 's00001406', 's00001406', 's00001406', 's00001809', 's00001809', 's00001809', 's00001851', 's00001851', 's00001851', 's00001852', 's00001852', 's00001852', 's00001855', 's00001855', 's00001855', 's00003580', 's00003580', 's00003580', 's00005473', 's00005473', 's00005473', 's00005479', 's00005479', 's00005480', 's00005480', 's00005480', 's00005481', 's00005481', 's00005481', 's00005482', 's00005482', 's00005483', 's00005483', 's00005483', 's00005484', 's00005484', 's00005484']
['BIT'];['s00000018', 's00001385', 's00001385', 's00001388', 's00001388', 's00001574', 's00003200', 's00003202', 's00006579', 's00006581', 's00006808', 's00007002', 's00007002', 's00007003', 's00007003', 's00007004', 's00007005', 's00007006', 's00007007', 's00007008', 's00007009', 's00007010', 's00007011', 's00007012', 's00007013', 's00007014', 's00007015', 's00007016', 's00007017', 's00007018', 's00007019', 's00007020', 's00007021', 's00007022', 's00007023', 's00007024', 's00007025', 's00007026', 's00007027', 's00007044', 's00007046', 's00007046', 's00007046', 's00007054', 's00007067']
['BIT'];['s00001294', 's00001294', 's00001294', 's00004807', 's00004807', 's00004807', 's00004842', 's00004842', 's00004846', 's00004846', 's00004847', 's00004847', 's00004852', 's00004852', 's00004852', 's00004853', 's00004853', 's00004853', 's00004854', 's00004854', 's00004854', 's00004855', 's00004855', 's00004855', 's00004856', 's00004856', 's00004856', 's00004857', 's00004857', 's00004857', 's00004858', 's00004859', 's00004859', 's00004859']
['BIT'];['s00001368']
['BIT'];['s00001264', 's00001264', 's00001264', 's00001274', 's00001274', 's00001274']
['BIT'];['s00000527', 's00000671']
['BIT'];['s00002865', 's00002865', 's00002865', 's00002890', 's00002890', 's00002890', 's00002896', 's00002896', 's00002896']
['BIT'];['s00001191', 's00001191', 's00001191', 's00001192', 's00001192', 's00001192', 's00001193', 's00001193', 's00001193']
