CollectionName;Labels
['BPMAI'];"['1week', '4days', ""Agreeonteam'sdomain"", 'Analysethefieldofstudy', 'Assignpenaltypoints', 'Assignrolesinateam', 'Assignstudenttoteamautomatically', 'Checkprocessmodel', 'Checkprojectprogress', 'Checktheprocessandassignpoints', 'connectwithXsomehow', 'connectwithXsomehow', 'Consulttheproject', 'Createoneprocessmodel', 'deadline', 'DefaultOutputSet', 'ExtendprocesstoL2,3', 'Fixtheprocessuntilnextsession', 'ISMUNI', 'ISMUNI', 'Jointeam', 'Lecturer', 'penalty', 'Penaltyescalationmakeitstraightbold!!!', 'Performaworkaccordingtorole', 'positivepoints', 'Preenttheproject', 'ProcessisOK', 'Projectisaccepted', 'Projectisnotaccepted', 'requesttoconsult', 'Student', 'Team', 'Teamworkprocess', 'Teamworkprocess']"
['Camunda'];['Angebotausw?хhlen', 'Angebotzusenden', 'AngebotevonSpediteurenanfordern', 'Dokumentef?§rPostversandvorbereitet', 'Ja', 'Ja', 'KleinerITH?хndler', 'KleinerITH?хndler', 'Lagerarbeiter', 'Logistikleiter', 'Nein', 'Nein', 'Paketscheinausf?§llen', 'Pr?§fungVersicherungerforderlich', 'Sekretariat', 'Sonderversanderforderlich', 'Spediteurbeauftragen', 'Spedition1', 'Spedition2', 'Versandduchf?§hren', 'Versicherungabschlie?Ѓen', 'Warekannversandtwerden', 'Wareverpacken', 'Wareversandfertigbereitstellen']
['BPMAI'];['A', 'AA', 'AB', 'AC', 'AD', 'AE', 'AF', 'AG', 'AH', 'AH', 'AI', 'AJ', 'AK', 'AL', 'AM', 'AN', 'AO', 'AP', 'AQ', 'AR', 'AS', 'AT', 'AU', 'AV', 'AW', 'AX', 'AY', 'AZ', 'B', 'BA', 'BB', 'BC', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BK', 'BL', 'BM', 'BN', 'BO', 'BP', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U', 'V', 'V', 'W', 'X', 'Y', 'Z']
['Camunda'];['Durchf?§hrungLevel2?', 'ErgebnisLevel2?§bermitteln', 'Ergebnisvorhanden?', 'Ergebnis?§berliefern', 'HinweisVerz??gerung', 'Ja', 'Nein', 'Nein', 'Pr?§fen,obErgebnisLevel1?§berliefertwordenist?', 'Pr?§fen,obScoringLevel2durchgef?§rtwerdensoll', 'Schufa', 'Schufa', 'SchufascoringBank', 'SchufascoringBank', 'ScoringLevel1durchf?§hren', 'ScoringLevel2durchf?§hren', 'Vertriebsfrontend']
['BPMAI'];['A', 'AA', 'AB', 'AC', 'AD', 'AE', 'AF', 'AG', 'AI', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U', 'V', 'V', 'W', 'X', 'Y', 'Z']
['BPMAI'];['AccesTravelBlog', 'FindLocalServicesAndEvents', 'Selecttravel', 'Traveller', 'Traveller', 'TravellerServices', 'UpdateTravelPlan']
['BPMAI'];['A', 'AA', 'AB', 'AB', 'B', 'B', 'C', 'D', 'DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'E', 'F', 'G', 'H', 'H', 'I', 'J', 'J', 'K', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U', 'V', 'W', 'X', 'Y', 'Z', 'Z']
['BPMAI'];['Marketing', 'Production']
['BPMAI'];['2.3.1ProcessCompleteApplications', 'CheckApplicationforCompleteness', 'Complete', 'DiscardApplications', 'Incomplete', 'SortApplications']
['BPMAI'];['ArraysmithistorischenDatenbef?§llen', 'ArraysmithistorischenDatenbef?§llen', 'AuwahlzwischenIntradayundhistorischenDaten', 'Chartf?§rIntradayWerte', 'Chartf?§rIntradayWerte', 'Chartf?§rZeitperiodeabeinerWoche', 'Chartf?§rZeitperiodeabeinerWoche', 'Chartzeichnen', 'Chartzeichnen', 'DatanbankAnfragef?§rhistorischeDaten', 'DatenbankAnfrageIntraday', 'ersterAufruf?', 'historischeDaten', 'Inputsf?§rdasFrameworkberechnen', 'Inputsf?§rdasFrameworkberechnen', 'Intraday', 'IntradayArraysmitWertenbef?§llen', 'IntradayArraysmitWertenbef?§llen', 'Ja', 'Ja,ersterAufrufderSeite', 'nein', 'Nein', 'Seiteverlassen', 'Seitenaufruf', 'Zeitperiodef?§rhistorischeDatenw?хhlen']
['BPMAI'];['Advance', 'Attack', 'Battle', 'Buyextramovement', 'Chooseaction', 'Done', 'Movementaction', 'Movement:0Attacks:2', 'Movement:2x[speed]Attacks:0', 'Movement:[speed]Attacks:1', 'Run']
['BPMAI'];['Advisorprofessor', 'Advisorprofessor', 'booktheroom', 'checkthecourserequirements', 'Concattheprofessorandifhedoesnorrespondsendtheemailanothertime', 'contactthelecturer', 'coursesdonotfit', 'coursesfit', 'Doctorscommitment', 'Doctorscommitment', 'havealookattheeducationaloffer', 'makeitsignedbytheadvisor', 'makesanddiscussesthemanifesto', 'meetanddiscussthestudyplan', 'PhdStudent', 'PhdStudent', 'posttheeducationaloffers', 'putboththetimecostraintsandinformationtogheter', 'Secretary', 'Secretary', 'shesucceed', 'studentmakesthestudyplanonhisown', 'therearesomeproblemwhiththescheduling', 'writetothelecturer']
['BPMAI'];['A', 'AA', 'AB', 'AC', 'AD', 'AE', 'AF', 'AG', 'AH', 'AI', 'AJ', 'AK', 'AL', 'AM', 'AN', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U', 'V', 'W', 'X', 'Y', 'Z']
['eCH'];['Anforderungpr?§fen', 'Anforderungsadministrator', 'Anforderungscontroller', 'Anforderungssteller(Departemente/?Ґmter,Gremien,Leistungserbringer)', 'Antragbeschliessen', 'Antragerstellen', 'Architekt', 'Bearbeitungzuweisen', 'BeschlusszurUmsetzung', 'Eingabebest?хtigung', 'EingangeinerAnforderung', 'Folgemassnahme(n)ausl??sen', 'Gesch?хftsfallabschliessen', 'Gesch?хftsfaller??ffnen', 'IKTAnforderungpr?§fen', 'IKTAnforderungsformular', 'IKTBeschlussdokumentierenundnachbereiten', 'IKTBeschlusspublizieren', 'Information', 'Information', 'ISB', 'ISB', '?§berIKTBeschlussinformieren']
['BPMAI'];['A', 'AA', 'AB', 'AB', 'AC', 'AC', 'AD', 'AD', 'AE', 'AF', 'AG', 'AH', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U', 'V', 'W', 'X', 'Y', 'Z']
['BIT'];['s00001094', 's00001094', 's00001094', 's00001095', 's00001095', 's00001095', 's00002274', 's00002274', 's00002274', 's00002286', 's00002286', 's00002286']
['BPMAI'];['A', 'B', 'C', 'C', 'D', 'D', 'E', 'F', 'G', 'H', 'I', 'J']
['BPMAI'];['AccountsPayable', 'ConfirmPurchaseOrder', 'EnterInvoice', 'IssuePayment', 'Purchasing', 'ReceiveInvoicefromPurchasing', 'ReviewPurchaseOrder', 'SendPaymentandreceipttoIstanbul', 'SendReminder', 'Shipmentnotrecieved', 'ShipmentRecieved']
['BPMAI'];['1sttestcycle', '2ndtestcycle', 'Consulterrorwithanalyst', 'CreateprotocolsforUATtest', 'Customer', 'Development', 'Development', 'Errorwasrejected', 'Errorwasfixed', 'Evaluatetest', 'Fixerror', 'Identifydefect', 'Rejecterror', 'Solutionacceptedbycustomer', 'Solutionacceptedtotest', 'Testdepartment', 'Testerror', 'Testing', 'Testing', 'UATtest', 'UATtestscenariospreparation']
['BPMAI'];['akademischerBetreueristgefunden?', 'allgemeineAnfragezuPraktikum?', 'allgemeineAnfragenzumThemaPromotionundBetreuer?', 'Andere', 'Anfrageentgegennehmenundanalysieren', 'AnfrageGastwissenschaftler?', 'Anfrageinternational(Email/Telefon)', 'AnfragezuBachelor/MasterStudium?', 'AUSSERFACHLICHEFRAGE', 'au?ЃerfachlicheAnfragenvonPromotionsstudenten,GastwissenschaftlernundProfessorenzuLebenundWohnen,?ҐmterundBeh??rdeninderRegionwerdenvomWelcomeCentrebetreut', 'Bearbeitung/VerteilungvonAnfragen(Email/Telefon)', 'Bearbeitung/VerteilungvonAnfragen(Email/Telefon)', 'befristeteZulassung,oder?ҐquivalenzderFakult?хtvorhanden?', 'BeratungzuAnfragenzumThemaPromotion/Postdocs,Durchf?§hrungundBetreuersuche,Finanzierung', 'CorinneBorjon/BiancaK??ndgen/Ela/AndreaL2beratenAustauschstudentenimErasmusprogramm', 'ErstellungderbefristetenZulassungundWeiterleitungderrelevantenUnterlagenandiePromotionsb?§rosdurchL/GradSchool(ManuelaWascher)', 'Exchangeprogramm(Erasmus)?', 'FACHLICHEFRAGE,FINANZIERUNGETC.', 'FrauPerlickalsAnsprechpartnervorschlagen,bzw.WelcomeCentre', 'GradSchool', 'IBZmachtdieBeratungzuallgemeinenFragenrundumStudium,PromotionundSprachkurs', 'JA', 'MaijaSadurskaL2ber?хtinternationaleBachelor/MasterStudentenbeiau?ЃerfachlichenFragen', 'MariettaDischL2ber?хtinternationaleStudentenzumThemaPraktikum', 'MasterkursKoordinatorenundIOsberatenzukonkretenFragenvoninternationalenStudenten(StudiumundLeben)', 'NEIN', 'R?§ckmeldunganWelC', 'WeitereKl?хrungimDialogmitGastundLehrstuhl', 'WelC', 'WelcomeEmail,VersendungdesMeldeformularsundWelcomeFlyer']
['Camunda'];['computecreditscore(level1)', 'computecreditscore(level2)', 'creditscorereceived', 'creditscoring(bank)', 'creditscoringfrontend(bank)', 'no', 'no', 'reportdelay', 'requestcreditscore', 'scoreavailable?', 'scorereceived?', 'scoringrequesthandled', 'scoringrequesthandled', 'scoringrequestreceived', 'scoringrequestreceived', 'scoringservice', 'sendcreditscore', 'sendcreditscore', 'sendresult', 'yes', 'yes']
['BPMAI'];['Clarification', 'Customer', 'Customer', 'Engineering', 'Engineering', 'Finance', 'Finance', 'L&MCostestimates', 'Needforclarification', 'RFQInquiry', 'Sales', 'Sales', 'Salesquote', 'VerifiedRFQ']
['BPMAI'];['A', 'B', 'C', 'D', 'DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'E', 'F', 'G', 'G', 'H', 'H', 'I', 'I']
['BPMAI'];['A', 'A', 'B', 'C', 'C', 'D', 'DefaultInputSet', 'DefaultInputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'K', 'L', 'L', 'M', 'M']
['BPMAI'];['A', 'B', 'C', 'D', 'DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'E', 'E', 'F', 'F', 'G', 'H', 'I', 'J', 'J', 'K', 'L', 'M', 'M', 'N', 'O', 'P', 'Q', 'R', 'R', 'S', 'S', 'T', 'U', 'V', 'V', 'W', 'X', 'Y', 'Z']
['BPMAI'];['A', 'B', 'C', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'K', 'L', 'L', 'M', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U', 'V', 'W', 'X', 'Y']
['BPMAI'];['A', 'B', 'C', 'D', 'DefaultInputSet', 'DefaultOutputSet', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'S', 'T', 'U', 'V', 'W', 'X', 'Y', 'Y']
['BIT'];['s00002118', 's00002118', 's00002118', 's00002287', 's00002287', 's00002287', 's00002319', 's00002319', 's00002319', 's00002331', 's00002331', 's00002331']
['BPMAI'];['CheckIfPaymentReceived', 'ConsolidateOrders', 'MemberSubmitOrder', 'OrderDelivered', 'OrderSupplies', 'ValidateSupplies']
['BPMAI'];"['10amworkday', '11amor3pmworkday', '11amor3pmworkday', '9amworkday', 'AccountReceivableDepartment', 'AccountReceivableDepartment', 'AdminOfficeLevel2', 'AdminOfficeLevel2', 'Allinformationavailable', 'Archiveinvoices', 'Batchandallocateinvoice', 'Callcentre', 'Callcentre', 'Chancetovalidstatus', 'Checkforurgency', 'Checkforcompleteness', 'Checkforcompliance', 'Checkforurgency', 'Checkforurgency', 'Client', 'Client', 'Collectallocatedinvoice', 'Collectallocatedinvoice', 'Collectfrominbox', 'Collectinvoicefromerrorinbox', 'Createnewrecord', 'DataEntryOfficer', 'DataEntryOfficer', 'DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'emailbacktoclient', 'Endofworkday', 'EnterinvoiceinSAPsystem', 'Enternewvendornumber', 'Entervendornumber', 'Fillinduedate', 'Fillinentryinformationbyhand', 'ForwardtoAdminOffice', 'Fulfillinvoice', 'GenerateinvoiceforSSPclient', 'Getmissinginformation', 'IEF', 'IEF', 'IEF', 'IEF', 'IEF', 'IEF', 'IEF', 'Includeininvoicereport', 'invoiceinvalid', 'invoicenotcompleted', 'Invoicereport', 'Invoicereport', 'MailCentre', 'MailCentre', 'Masterdataentry', 'Masterdataentry', 'MasterDataEntryDepartment', 'MasterDataEntryDepartment', 'Missinginformation', 'Openandcategorize', 'Payallinvoices', 'PaymentOffice', 'PaymentOffice', 'Purchaseinvoice', 'Purchaseinvoice', 'PutinDEOerrorinbox', 'Registry', 'Registry', 'Requestnewvendormasterrecord', 'SearchvendorinSAPsystem', 'Selectpaparbasedinvoice', 'Sendinvoicetoregistry', 'Someinformationmissing', 'Sortbyclient', 'Sortinvoice', 'Sortinvoice', 'TakeinvoicefromDEOoutbox', ""tick'invoiceentered'box"", 'Trytocompleteinvoice', 'Validateinvoice', 'ValidationOfficer', 'ValidationOfficer']"
['BPMAI'];['Absageerteilen', 'Antworterhalten', 'Bewerber', 'Bewerber', 'Bewerberabgesprungen', 'Bewerbungweiterleiten', 'BewerbungZweitbewertung', 'FastNetSolution', 'FastNetSolution', 'Firmenleiter', 'negativ', 'positiv', 'Sekretariat', 'Terminvereinbart', 'Terminweiterleiten', 'Verwaltung', 'Vorstellungsgespr?хchvereinbarn']
['BPMAI'];['ABCco.', 'Customer', 'RFQCommunication']
['BPMAI'];['A', 'B', 'C', 'D', 'D', 'DefaultInputSet', 'DefaultInputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'E', 'F', 'F', 'G', 'H', 'H', 'J', 'J', 'L', 'M', 'N', 'N', 'O', 'O', 'P', 'P', 'Q', 'Q', 'R', 'S', 'T', 'V', 'V', 'W', 'W', 'X']
['BPMAI'];['', '', 'Accept', 'AssembleBike', 'Backordered', 'Bikecompletedandshipped', 'Bikeshippedtocustomer', 'Checkrequiredquantity', 'Engineeringdepartment', 'Listdone,startshipmenttoengineeringdepartment', 'Partavailable', 'Partdone', 'Partnotavailable', 'Partreserved', 'Prepareassembling', 'Processpartlist', 'Receiveorder', 'Reject', 'SalesDepartment', 'Stillmoreparts', 'Storehouse', 'Waitforbikecompletion']
['BPMAI'];['1.Invulleneformulier(OLO)', '10.Uitvoerenwelstandscheck', '11.Verzendenuitkomstvooroverleg', '12.Voerengesprekmetklant', '13.Ontvangenaanvulling', '14.Archiveren', '2.Registreren', '3.Versturenontvangstbevestiging', '4.Registreren', '5.Inboekeninsysteem', '6.Versturenontvangstbevestiging', '7.Toekennenbehandelendambtenaar', '8.Voerenoverlegmetklant', '9.Controlerenbestemmingsplan', 'Administratiefmedewerker', 'AdviseurRO', 'DIV', 'Gemeente', 'Gemeente', 'ja', 'Klant', 'Klant', 'nee', 'Ruimtelijkeordening', 'Systeem', 'Welstandsadviseur', 'Wijziginginitiatief?']
['BPMAI'];['A', 'B', 'C', 'D', 'E', 'F', 'F']
['BPMAI'];['>30days', '>30days', 'ABCCompany', 'ABCCompany', 'Accounting', 'BackorderMissingItems', 'CreateSalesOrder', 'Createandsubmitthequotation', 'Customer', 'Customer', 'DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'Inquireaboutavailabilityofproducts', 'InquirySent', 'InsufficientQuantity', 'InvoiceSent', 'No', 'PackingSlip', 'PackingSlip', 'PaymentReceived', 'PaymentSent', 'PO', 'POReceived', 'POSent', 'PrepareInvoice', 'PrepareShipment', 'PricingandtermsSatisfactory', 'ProcessPayment', 'Quotation', 'QuotationReceived', 'QuotationSent', 'RFQ', 'RFQReceived', 'Sales', 'SalesOrder', 'SalesOrder', 'SalesOrder', 'SalesOrder(Updated)', 'SalesOrder(Updated)', 'SendPayment', 'SendRemindertoCustomer', 'ShipmentReceived', 'ShipmentSent', 'SubmitPurchaseOrder', 'UpdateSalesOrder', 'Warehouse', 'Yes']
['BPMAI'];['DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'elektronischerfassteDaten', 'elektronischerfassteDaten', 'elektronischeDatenladen', 'Emailadresseung?§ltig', 'Emailadresseg?§ltig', 'EmailadresseValidieren', 'ErfassenderVisitenkartenkontakte', 'ErweiternumNotizen', 'Kontaktaussortieren', 'Kontaktdateneingeben', 'Kundendatenbank', 'Kundendatenbank', 'manuellerfassteDaten', 'manuellerfassteDaten', 'Messevertreter', 'Messevertreter', 'pers??nlicheNotiz', 'pers??nlicheNotiz', 'pers??nlicheNotiz', 'ung?§ltigeEmailadresseaussortieren', 'Visitenkarte', 'Visitenkarte', 'Visitenkarte']
['BPMAI'];"[""'MeineKurse'zeigen"", 'BeiCampusKeyanmelden', 'BeiWunschnochbeliebigmehrKomponentenvonC4Uzuzeigen', 'BeiWunschnochbeliebigmehrKomponentenvonMoodlezuzeigen', ""Benutzernamenschema'77210Matrikelnummer'erkl?хren"", 'Bibliotheksausweisdrucken', 'Campus4uAnmeldungmitneuerKennung', 'CampusKeyRegistrierungerkl?хren', 'Druckm??glichkeiten', 'Einf?§hrungbeendet', 'Einf?§hrungBeginn', 'Eintragen/?хndernderMACAdresse', 'InKurseinschreiben(z.B.Adventskalender)', 'Kursebuchen', 'MailAdresse?хndern', 'MoodleAnmeldung', 'Moodleaufrufen', 'Nachrichtenforumzeigen', 'Passwort?хndern', 'PCPool?Јberblick', 'Stundenplanzeigen', 'SynchronisationslagvonMoodleundC4UmitCampuskeyerw?хhnen', 'VerweisaufHilfesektion', 'WLAN', 'weitereC4uKomponentenzeigen', 'weitereMoodleKomponentenzeigen']"
['BPMAI'];['customerunsure', 'customerscomingtoFeelWheel', 'FeelWheel', 'FeelWheel', 'hasnoappropriate', 'reconfigurebike', 'updatestheonlinecatalogueforpartsproducedbyFami', 'availablebikes', 'bikefortestride', 'bikefortestride', 'checkswhichoftheavailablebikesclosetoenvisionedconfiguration', 'Customer', 'Customer', 'customerknowwhathewant', 'CustomerRequest', 'CustomerRequest', 'knowwhathewant', 'needtoreconfigure', 'testride', 'unsure']
['BPMAI'];['A', 'A', 'B', 'B', 'C', 'D', 'E', 'F', 'G', 'G', 'H', 'H', 'I', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'P', 'P', 'Q']
['BPMAI'];['ContactCustomeraboutBackorder', 'ContactCustomerwhenGoodsArrive', 'DetermineShippingtime', 'DoesCustomerstillwanttheirOrder?', 'No', 'NotifyCustomerofExpectedShippingDate', 'OrderOutofStockMerchandiseFromVendor', 'OrderTerminated', 'PostponeShipmentuntilBackorderedGoodsArrive', 'Yes']
['BPMAI'];['Movecharactertotown', 'Remove(x)conquesttokens', 'Removehalfofmoney', 'Restorecharactertobirthsettings']
['Camunda'];['Ja', 'KreditvergabeFrontend', 'Nein', 'SchufascoringBank', 'SchufascoringBank', 'Schufaservice(Schufa)', 'Schufaservice(Schufa)', 'Scoringabgeschlossen', 'Scoringdurchf?§hren(Level1)', 'Scoringdurchf?§hren(Level2)', 'Scoringermittelt', 'Scoringermittelt?', 'Scoringmelden', 'Scoringanfrageingegangen', 'Scoringanfrage', 'Verz??gerung', 'Verz??gerungmelden', 'Verz??gerungmelden']
['BPMAI'];['KundeistmitdemLieferservicezufrieden', 'KundeistmitdemProduktzufrieden', 'Kundeistunzufrieden', 'M?хngelaufnehmen', 'positiveBewertungLieferservice', 'positiveBewertungProduktqualit?хt', 'UmfrageKundenzufriedenheit']
['Camunda'];['Angebotausw?хhlen', 'Angeboteeinholen', 'ComputerHardwareH?хndler', 'ComputerHardwareH?хndler', 'grosseMenge?', 'ja', 'ja', 'Lagerarbeiter', 'Logistikleiter', 'nein', 'nein', 'Sekretariat', 'Spediteurbeauftragen', 'standardisierterPaketscheinausf?§llen', 'Versandvorbereitet', 'Versandmengeabkl?хren', 'Versicherungerforderlich?', 'Versicherungabschliessen', 'Warebereitstellen', 'Wareverpacken', 'Warenbestellungerhalten']
['BPMAI'];['AccountsreceivableDepartment', 'AdminOfficer', 'AdminOfficerdoesnotrecognizeSLA', 'AdminOfficerrecognizesSLA', 'Checkcomplianceofinvoice', 'Checkforhighlightedinvoicesasurgent', 'CheckifSLAforclientisrecognized', 'Checksthecompletenessoftheinvoice', 'Client', 'Client', 'Complete', 'DataEntryEmployee', 'DefaultInputSet', 'DefaultInputSet', 'DefaultInputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'Enterprocesseddateoftheinvoice', 'Enterthevendor,clientnames,dateofarrivalinEF', 'ExperiencedSSP', 'highlighted', 'IncomingMailCentre', 'Incomplete', 'IncompleteInvoice', 'IncompleteInvoice', 'InternalMailEmployee', 'InvoicewithEntryForm', 'InvoicewithEntryForm', 'InvoicesreceivedfromIncomingMailCentre', 'LookitupinanExcelfile', 'Nothighlighted', 'PaymentOfficer', 'Putsaredstampontheinvoiceentryform', 'RecieveInvoice', 'RecieveInvoice', 'RegistryEmployee', 'Sendtoclientviapostalmailforcompletion', 'Sorttheinvoiceperclient', 'Sorttheinvoicepervendor', 'SSP', 'SSP', 'StapleEntryForminfrontoftheinvoice', 'Tickstherelevantboxontheinvoiceentryform', 'ValidationOfficer', 'Vendor', 'Vendor', 'Verifyinvoice1.1', 'Verifyinvoice1.1']
['BPMAI'];['catchException', 'exceptionflow', 'normalflow', 'T1', 'T2', 'T3']
['BIT'];['s00000200', 's00002700', 's00002702', 's00003113', 's00003125', 's00003481', 's00003483', 's00003621', 's00003650', 's00003652', 's00003846', 's00003848', 's00005382', 's00005383', 's00005384', 's00005385', 's00005386', 's00005387', 's00005388', 's00005389', 's00005390', 's00005391', 's00005392', 's00005393', 's00005394', 's00005416', 's00005418']
['BPMAI'];['A', 'B', 'C', 'C', 'C', 'D', 'DefaultInputSet', 'DefaultInputSet', 'DefaultOutputSet', 'DefaultOutputSet', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M']
['BPMAI'];['30minutes', 'Contactcustomerviaonlinechattogetverification', 'Customersendsanemailtocancel', 'Emailreceived', 'EndedwithcustomerNotAvailable', 'Endedandrethrowexception', 'EndedwithcustomerCancel', 'EndedwithbadHistoryException', 'ExceptionallyEnded', 'Failurescaughtfromsubprocess', 'Fixbrokentransaction', 'HistoryOK?', 'Informmanager', 'Informcustomeraboutbadhistory', 'Maketransaction', 'Markcustomerhistoryasunreliable', 'NormalSubprocessEnded', 'NormallyEnded', 'NormallyEnded', 'NotOK', 'Preparationofmonetarytransaction', 'Reservemoney', 'Sendcustomeranemailforrechedule', 'SupervisedMonetarytransaction', 'Validatecustomerhistory']
['BPMAI'];['Checkcredit', 'Prepareandship', 'Receiveorder']
['BIT'];['s00000839', 's00000842', 's00000844', 's00000845', 's00000846', 's00000848', 's00000850', 's00000851', 's00000852', 's00000853']
['BIT'];['s00001419', 's00001419', 's00001419', 's00002495', 's00002495', 's00002495']
['BPMAI'];['A', 'AA', 'AB', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U', 'V', 'V', 'W', 'W', 'X', 'X', 'Y', 'Z']
['BPMAI'];['AccountsReceivableDepartment', 'AO', 'archivetheinvoicespervendor', 'archivestheinvoicesperpaymentdata', 'Attheendofeveryweek', 'Chargetheclientfor$35perinvoice', 'Chargetheclient$35perinvoice', 'DefaultInputSet', 'DefaultOutputSet', 'DEO', 'GenerateaPaymentreport', 'Generatemonthlyinvoiceforclients', 'MC', 'MDED', 'Paythevendor', 'paymentinvoice', 'paymentinvoice', 'Paymentreport', 'Paymentreport', 'Registry', 'selectsthepaperbasedinvoicesthathavebeenpaid', 'sendpaymentreporttoregistry', 'SendthepaymentreporttoAccountsReceivableDepartment', 'Sentpaymentreporttoclients', 'SSP', 'SSP', 'Successfulpayment', 'Theclient', 'Theclient', 'Thepaymentoffice', 'trackdownPayment', 'VO']
['BPMAI'];['AccountsPayable', 'Acme', 'Acme', 'CheckInventoryLevel', 'Create/ReworkPurchaseOrder', 'End', 'EndProcess', 'IGO', 'Invabovemin', 'IssueFunds', 'NIGO', 'ReceivePO', 'ReleaseFunds', 'Requestor', 'ReservePurchasingFunds', 'ReviewOrder', 'SendInvoice', 'SendPackingSlip', 'SendPOtoSupplier', 'StartTriggerResupplyCycle', 'Supervisor', 'Supplier', 'Supplier', 'WaitforInvoice', 'WaitforPackingSlip', 'WaitforPayment', 'Warehouse']
['Camunda'];['Ergebnisr?§ckmelden', 'Ergebnisr?§ckmelden', 'Ergebnisweiterleiten', 'Ergebnis?', 'ja', 'ja', 'KreditvergabeFrontend(Bank)', 'Level1Scoringdurchf?§hren', 'Level2Scoringdurchf?§hren', 'nein', 'nein', 'Schufascoring(Bank)', 'Schufascoring(Bank)', 'Schufaservice(Schufa)', 'Schufaservice(Schufa)', 'ScoringAnfragesenden', 'Verz??gerunggemeldet?', 'Verz??gerungr?§ckmelden', 'Verz??gerungweiterleiten']
['BPMAI'];['Investigateissues', 'Trackinformationfrominvoiceentryform', 'Trackoriginalpaperbasedinvoice']
