CollectionName;Labels;is_desired_language
BPMAI;['Bills', 'client', 'Can', 'it', 'be', 'paid', 'Can', 'it', 'be', 'paid', 'Client', 'Client', 'Client', 'Client', 'Client', 'Client', 'Handle', 'payment', 'Here', 'is', 'our', 'bill', 'Here', 'is', 'our', 'bill', 'Here', 'is', 'your', 'payment', 'Here', 'is', 'your', 'payment', 'I', 'would', 'like', 'this', 'in', 'voice', 'paid', 'I', 'would', 'like', 'this', 'in', 'voice', 'paid', 'Incomplete', 'data', 'in', 'voice', 'sent', 'back', 'In', 'voice', 'has', 'been', 'paid', 'In', 'voice', 'has', 'been', 'paid', 'In', 'voice', 'is', 'handled', 'In', 'voice', 'is', 'validated', 'In', 'voice', 'payment', 'request', 'S', 'SP', 'S', 'SP', 'S', 'SP', 'S', 'SP', 'S', 'SP', 'S', 'SP', 'The', 'in', 'voice', 'has', 'been', 'processed', 'The', 'in', 'voice', 'has', 'been', 'processed', 'There', 'was', 'an', 'error', 'There', 'was', 'an', 'error', 'We', 'can', 'pay', 'in', 'voice', 'We', 'can', 'pay', 'in', 'voice', 'We', 'will', 'fix', 'We', 'will', 'fix', 'Yes', 'here', 'is', 'the', 'relevant', 'info', 'Yes', 'here', 'is', 'the', 'relevant', 'info'];True
BPMAI;['1', 'st', 'Level', 'Core', 'Processes', '1', 'st', 'Level', 'Core', 'Processes', '2', 'nd', 'Level', 'Main', 'Processes', '2', 'nd', 'Level', 'Main', 'Processes', 'CP', '1', 'CP', '2', 'CP', '3'];True
BPMAI;['Choose', 'a', 'Payment', 'Option', 'Confirm', 'Order', 'Confirm', 'Payment', 'Confirm', 'Shipping', 'Address', 'Enter', 'a', 'Gift', 'Cards', 'Promotional', 'Codes', 'Enter', 'Credit', 'Card', 'Details'];True
BPMAI;['Accept', 'credit', 'Amount', '1', 'M', 'Amount', '1', 'M', 'Assess', 'risk', 'Collect', 'credit', 'information', 'Costume', 'r', 'Costume', 'r', 'Credit', 'Company', 'Credit', 'Company', 'Credit', 'accepted', 'Credit', 'rejected', 'Lab', '1', 'Reject', 'credit', 'Request', 'approval', 'Risk', 'high', 'Risk', 'low'];True
BPMAI;['add', 'applicant', 'to', 'member', 'register', 'add', 'stamp', 'and', 'date', 'to', 'application', 'Administrator', 'Applicant', 'Applicant', 'application', 'successful', 'l', 'calculate', 'membership', 'fee', 'check', 'for', 'application', 'accept', 'ion', 'check', 'for', 'completeness', 'complete', 'complete', 'everyday', 'every', 'Wednesday', 'evening', 'for', 'each', 'application', 'for', 'each', 'application', 'mail', 'no', 'no', 'no', 'no', 'pay', 'in', 'voice', 'prepare', 'and', 'send', 'in', 'voice', 'prepare', 'letter', 'for', 'secretary', 'print', 'and', 'send', 'membership', 'card', 'receive', 'in', 'voice', 'receive', 'membership', 'card', 'receive', 'payment', 'receive', 'phone', 'call', 'and', 'provide', 'missing', 'information', 'receive', 'rejection', 'Secretary', 'take', 'application', 'take', 'letters', 'and', 'member', 'register', 'home', 'take', 'letters', 'and', 'member', 'register', 'to', 'secretary', 'telephone', 'for', 'additional', 'information', 'Volley', 'club', 'Volley', 'club', 'write', 'and', 'send', 'application', 'write', 'down', 'membership', 'fee', 'in', 'member', 'register', 'write', 'letter', 'with', 'reason', 'of', 're', 'fusion', 'yes', 'yes', 'yes', 'yes'];True
BPMAI;['promise', 'to', 'pay', 'change', 'pay', 'date', '1', 'x', 'everyday', '1', 'x', 'everyday', 'Asks', 'clerk', 'for', 'Info', 'Asks', 'for', 'customer', 'information', 'Clerk', 'changes', 'date', 'for', 'collection', 'process', 'Clerk', 'consideration', 'Order', 'releasable', 'Clerk', 'marks', 'all', 'blocked', 'order', 'in', 'the', 'report', 'Clerk', 'marks', 'questionable', 'order', 'Clerk', 'prints', 'list', 'of', 'past', 'dues', 'Collection', 'cancelled', 'Credit', 'worthy', 'Customer', 'asks', 'for', 'additional', 'time', 'Customer', 'benefits', 'from', 'additional', 'time', 'debt', 'collection', 'debt', 'collection', 'ERP', 'checks', 're', 'quir', 'ment', 's', 'credit', 'worthiness', 'M', 'cM', 'checks', 'questionable', 'order', 'M', 'cM', 'sends', 'a', 'notice', 'to', 'Customer', 'M', 'cM', 'transfers', 'customer', 'information', 'to', 'collection', 'agency', 'no', 'no', 'no', 'No', 'No', 'Order', 'Order', 'order', 'releasable', 'Order', 'list', 'store', 'Order', 'list', 'store', 'Phone', 'customer', 'Recieve', 'Order', 'Release', 'order', 'request', 'justified', 'by', 'Customer', 'requires', 'M', 'TO', 'Sales', 'order', 'Send', 'order', 'to', 'collection', 'clerk', 'send', 'request', 'for', 'payment', 'to', 'customer', 'send', 'to', 'plant', 'supervisor', 'send', 'to', 'production', 'planer', 'wait', 'until', 'Deadline', 'yes', 'yes', 'yes', 'yes', 'Yes', 'Yes'];True
BPMAI;['Chef', 'Chef', 'Choose', 'dish', 'Collect', 'meal', 'from', 'counter', 'Collects', 'money', 'from', 'customer', 'Customer', 'Customer', 'Customer', 'arrives', 'to', 'collect', 'Customer', 'receives', 'timer', 'Eat', 'meal', 'Employee', 'Employee', 'Enter', 'order', 'in', 'POS', 'Feel', 'hungry', 'Give', 'customer', 'buzzer', 'when', 'meal', 'is', 'ready', 'Hunger', 'satisfied', 'In', 'form', 'chef', 'of', 'order', 'In', 'forms', 'employee', 'food', 'is', 'ready', 'Me', 'already', 'Me', 'already', 'buzzer', 'goes', 'off', 'Message', 'received', 'food', 'is', 'ready', 'for', 'collection', 'Order', 'received', 'Order', 'received', 'Pay', 'for', 'meal', 'Place', 'in', 'service', 'hatch', 'Place', 'meal', 'on', 'counter', 'for', 'collection', 'Place', 'order', 'Prepare', 'meal', 'Remind', 'customer', 'after', '5', 'minutes', 'if', 'meal', 'not', 'collected', 'Remind', 'customer', 'that', 'food', 'is', 'ready', 'Set', 'off', 'customers', 'buzzer', 'me', 'already', 'for', 'collection', 'Task', 'completed', 'Waiting', 'for', 'meal'];True
BPMAI;['broadcast', 'else', 'every', 'user', 'pressed', 'ready', 'and', 'users', '1', 'everyone', 'answered', 'go', 'back', 'to', 'selection', 'screen', 'Is', 'Master', 'Log', 'out', 'Log', 'out', 'More', 'Questions', 'pause', 'play', 'change', 'volume', 'change', 'channels', 'switch', 'off', 'on', 'play', 'answer', 'sequence', 'and', 'log', 'answers', 'play', 'question', 'sequence', 'present', 'answer', 'possibilities', 'present', 'broadcast', 'remote', 'present', 'communication', 'screen', 'Present', 'communication', 'screen', 'Slave', 'Remote', 'present', 'video', 'remote', 'present', 'wait', 'screen', 'Quiz', 'send', 'emoticon', 'send', 'text', 'message', 'Show', 'result', 'screen', 'Type', 'Type', 'user', 'leaves', 'video', 'yes'];True
BPMAI;['actor', 'arrives', 'at', 'set', 'change', 'requests', 'change', 'requests', 'check', 'first', 'take', 'of', 'costumes', 'check', 'if', 'actor', 'is', 'ready', 'clean', 'costume', 'costume', 'ok', 'costume', 'staff', 'costume', 'staff', 'costumes', 'not', 'ok', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'detail', 'notes', 'detail', 'notes', 'director', 'director', 'dress', 'actor', 'fix', 'costumes', 'get', 'actor', 'changed', 'location', 'manager', 'location', 'manager', 'put', 'photo', 'into', 'set', 'book', 'rehearse', 'take', 'actor', 'to', 'shooting', 'location', 'take', 'first', 'shot', 'of', 'scene', 'take', 'notes', 'about', 'clothing', 'details', 'take', 'photo', 'of', 'actor', 'undress', 'actor'];True
BPMAI;['41', 'Shipment', 'order', 'preparation', '42', 'Shipment', 'order', 'sending', 'Answer', 'from', 'the', 'carrier', 'Carrier', 'Carrier', 'Customer', 'Customer', 'ICT', 'Logistics', 'ICT', 'Logistics', 'Link', 'A', '3', 'Acq', 'us', 'it', 'ion', 'of', 'carriers', 'Link', 'A', '3', 'Acq', 'us', 'it', 'ion', 'of', 'carriers', 'no', 'ordered', 'shipment', 'realisation', 'shipment', 'order', 'The', 'answer', 'was', 'positive', 'yes'];True
BPMAI;[];True
BPMAI;['Answer', 'Received', 'Can', 'handle', 'myself', 'Customer', 'has', 'a', 'problem', 'Explain', 'Solution', 'Get', 'problem', 'description', 'Key', 'Account', 'Manager', 'Key', 'Account', 'Manager', 'No', 'Send', 'mailto', 'support', 'system', 'Trouble', 'Ticket', 'System', 'Trouble', 'Ticket', 'System', 'VIP', 'Customer', 'VIP', 'Customer', 'Yes'];True
BPMAI;['Emit', 'order', 'Obtain', 'quote', 'from', 'Supplier', '1', 'Obtain', 'quote', 'from', 'Supplier', '2', 'Obtain', 'quote', 'from', 'Supplier', '3', 'Obtain', 'quote', 'from', 'Supplier', '4', 'Obtain', 'quote', 'from', 'Supplier', '5', 'Order', 'emitted', 'PO', 'request', 'received', 'Select', 'best', 'quote'];True
BPMAI;['Material', 'OK', 'perform', 'quality', 'inspection', 'store', 'the', 'materials', 'in', 'the', 'right', 'location', 'Verifying', 'the', 'con', 'ents', 'wrong', 'material', 'yes'];True
BPMAI;['customer', 'unsure', 'or', 'wants', 'to', 'tryout', 'a', 'bike', 'customers', 'coming', 'to', 'Feel', 'Wheel', 'Feel', 'Wheel', 'Feel', 'Wheel', 'has', 'no', 'appropriate', 'bike', 'for', 'test', 'ride', 'reconfigure', 'bike', 'updates', 'the', 'online', 'catalogue', 'for', 'parts', 'produced', 'by', 'Fam', 'i', 'An', 'order', 'An', 'order', 'ask', 'for', 'an', 'offer', 'available', 'bikes', 'bike', 'for', 'test', 'ride', 'bike', 'for', 'test', 'ride', 'bike', 'shipping', 'bike', 'shipping', 'calculate', 'new', 'price', 'for', 'bike', 'Cancellation', 'Cancellation', 'Cancellation', 'request', 'Cancellation', 'request', 'certain', 'spare', 'parts', 'are', 'not', 'available', 'checks', 'which', 'of', 'the', 'available', 'bikes', 'close', 'to', 'envisioned', 'configuration', 'cus', 'omer', 'decline', 'offer', 'Customer', 'Customer', 'customer', 'fed', 'up', 'Customer', 'pays', 'by', 'payments', 'customer', 'accept', 'offer', 'customer', 'knows', 'what', 'he', 'wants', 'Customer', 'not', 'pays', 'by', 'payments', 'Customer', 'Request', 'Customer', 'Request', 'decline', 'offer', 'decline', 'offer', 'Deliver', 'new', 'bike', 'toP', 'it', 'explains', 'the', 'problem', 'and', 'the', 'offered', 'solution', 'explains', 'the', 'problem', 'and', 'the', 'offered', 'solution', 'Fam', 'i', 'Fam', 'i', 'fed', 'up', 'fed', 'up', 'finish', 'test', 'ride', 'finish', 'test', 'ride', 'First', 'payment', 'First', 'payment', 'First', 'payment', 'for', 'Pit', 'First', 'payment', 'for', 'Pit', 'Full', 'payment', 'Full', 'payment', 'get', 'full', 'price', 'from', 'customer', 'get', 'full', 'price', 'from', 'Pit', 'get', 'new', 'bike', 'give', 'new', 'bike', 'to', 'customer', 'in', 'form', 'about', 'the', 'earliest', 'date', 'for', 'pickup', 'at', 'the', 'shop', 'in', 'form', 'about', 'the', 'earliest', 'date', 'for', 'pickup', 'at', 'the', 'shop', 'in', 'form', 'about', 'the', 'earliest', 'date', 'for', 'pickup', 'at', 'the', 'shop', 'interested', 'in', 'payments', 'know', 'what', 'he', 'want', 'need', 'to', 'reconfigure', 'not', 'fed', 'up', 'not', 'interested', 'in', 'payments', 'not', 'satisfied', 'from', 'the', 'price', 'offer', 'price', 'for', 'bike', 'offer', 'price', 'for', 'bike', 'pit', 'fed', 'up', 'pit', 'gave', 'an', 'offer', 'satisfied', 'satisfied', 'from', 'the', 'price', 'suggests', 'usage', 'of', 'an', 'alternative', 'part', 'suggests', 'usage', 'of', 'an', 'alternative', 'part', 'test', 'ride', 'unsure', 'want', 'to', 'cancel', 'order'];True
BPMAI;['book', 'hotel', 'Booking', 'service', 'Booking', 'service', 'check', 'availability', 'end', 'booking', 'hotel', 'Hotel', 'Hotel', 'no', 'k', 'ok', 'receive', 'info', 'start', 'booking', 'hotel'];True
BPMAI;['answer', 'panel', 'member', 'questions', 'Answers', 'Applicant', 'Consolidate', 'Evaluations', 'consolidated', 'referee', 'report', 'Evaluation', 'Forms', 'Evaluation', 'Sheets', 'received', 'filled', 'evaluation', 'sheets', 'followup', 'Followup', 'evaluation', 'sheet', 'Interview', 'Interview', 'Interview', 'Schedule', 'Interview', 'Schedule', 'Rejection', 'Notice', 'Log', 'question', 'in', 'FAQ', 'Recruitment', 'Manager', 'Recruitment', 'Panel', 'selection', 'Meetings', 'p', '1', 'selection', 'Meetings', 'p', '1', 'Send', 'Consolidated', 'Referee', 'Forms', 'Send', 'Round', '2', 'Evaluation', 'Form', 'setup', 'meeting', 'Round', '2', 'TS', 'TS'];True
BPMAI;['131', 'Attempt', 'to', 'solve', '132', 'Assign', 'Service', 'Call', '133', 'Attempt', 'to', 'solve', '134', 'Confirm', 'with', 'User', '135', 'Ask', 'purchase', 'requisition', 'Accept', 'Service', 'Call', 'Confirmed', 'Field', 'IT', 'Staff', 'Goto', '14', 'Help', 'Desk', 'No', 'No', 'No', 'No', 'No', 'No', 'PC', 'or', 'Laptop', 'or', 'Printer', 'Royal', 'Melbourne', 'Womens', 'Hospital', 'Royal', 'Melbourne', 'Womens', 'Hospital', 'Specialist', 'Succeeded', 'Succeeded', 'Third', 'Party', 'Under', 'Warranty', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes'];True
BPMAI;['book', 'bus', 'book', 'hotel', 'cancel', 'book', 'bus', 'cancel', 'book', 'not', 'el', 'check', 're', 'q', 'conform', 'handle', 'manually', 'loop', 'sucess', 'trans', 'cation'];True
BPMAI;['Dispatch', 'of', 'Goods', 'Dispatch', 'of', 'Goods', 'Evaluate', 'Offers', 'Invites', 'Offers', 'Large', 'Amounts', 'Logistics', 'Company', 'Makes', 'Offer', 'Offer', 'Amounts', 'Package', 'goods', 'Package', 'picked', 'up', 'Parcel', 'Insurance', 'taken', 'Pickup', 'goods', 'Prepare', 'package', 'Receive', 'offers', 'Secretary', 'Small', 'Amounts', 'Special', 'Shipping', 'Warehouse', 'men', 'Write', 'package', 'label'];True
BPMAI;['Academic', 'Senate', 'Accept', 'position', 'Action', 'Advertise', 'position', 'already', 'selected', 'Any', 'personal', 'relationship', 'between', 'SC', 'members', 'and', 'applicants', 'Applicants', 'Applicants', 'Applicants', 'Applicants', 'Application', 'received', 'AS', 'and', 'EP', 'K', 'approved', 'Assess', 'applicants', 'Assess', 'reports', 'from', 'external', 'reviewers', 'Attend', 'Presentations', 'Attend', 'presentations', 'Attend', 'presentations', 'Check', 'of', 'applicants', 'Check', 'relationship', 'of', 'applicants', 'and', 'selection', 'committee', 'Choose', 'members', 'of', 'SC', 'Collect', 'assessment', 'report', 'DB', 'DB', 'Deadline', 'reached', 'Deadline', 'reached', 'Dean', 'Deny', 'position', 'Discuss', 'the', 'new', 'position', 'requirements', 'Document', 'evaluation', 'Document', 'evaluation', 'Document', 'evaluation', 'Document', 'evaluation', 'Document', 'evaluation', 'Document', 'evaluation', 'Document', 'evaluation', 'Document', 'evaluation', 'Document', 'evaluation', 'results', 'Document', 'report', 'to', 'be', 'approved', 'by', 'stakeholders', 'Document', 'requirements', 'End', 'EP', 'K', 'Evaluate', 'advertisement', 'text', 'Evaluate', 'applicants', 'Evaluate', 'proposal', 'Evaluate', 'ranked', 'list', 'Evaluate', 'ranked', 'list', 'Evaluate', 'ranked', 'list', 'Evaluate', 'report', 'Evaluate', 'report', 'Evaluate', 'report', 'Evaluate', 'report', 'Evaluate', 'report', 'Evaluate', 'wish', 'list', 'External', 'Reviewers', 'External', 'Reviewers', 'Faculty', 'Board', 'approved', 'Faculty', 'Board', 'Faculty', 'Board', 'approved', 'HR', 'approved', 'Human', 'Resources', 'if', '3', 'if', '3', 'In', 'form', 'Dean', 'In', 'form', 'the', 'Senator', 'of', 'Education', 'in', 'Berlin', 'Invite', 'applicants', 'for', 'presentations', 'Invite', 'external', 'reviewers', 'Kura', 'to', 'rium', 'Kura', 'to', 'rium', 'Kura', 'to', 'rium', 'approved', 'Make', 'shortlist', 'of', 'applicants', 'to', 'be', 'invited', 'no', 'No', 'No', 'No', 'No', 'No', 'No', 'Notify', 'chosen', 'professor', 'Notify', 'Senator', 'to', 'choose', 'second', 'ranked', 'Position', 'accepted', 'Position', 'denied', 'Presentations', 'deadline', 'reached', 'President', 'of', 'Humboldt', 'University', 'Professor', 'Professor', 'Rank', 'top', '3', 'Receive', 'evaluation', 'Replace', 'member', 'of', 'External', 'Reviewers', 'Replace', 'member', 'of', 'Selection', 'Committee', 'Rewrite', 'advertisement', 'text', 'Schedule', 'presentations', 'Screen', 'the', 'applications', 'Select', 'External', 'Reviewers', 'Select', 'Selection', 'Committee', 'Selection', 'Committee', 'Senator', 'of', 'Education', 'in', 'Berlin', 'Senator', 'of', 'Education', 'in', 'Berlin', 'Send', 'applications', 'Send', 'reminder', 'Send', 'updated', 'proposal', 'to', 'professor', 'Start', 'negotiating', 'Create', 'wish', 'list', 'Store', 'application', 'The', 'President', 'and', 'AS', 'approved', 'The', 'President', 'approved', 'University', 'University', 'University', 'Administration', 'update', 'proposal', 'Wait', 'for', 'Kura', 'to', 'rium', 'Approval', 'Wait', 'until', 'chosen', 'professor', 'sends', 'decision', 'Wish', 'list', 'received', 'Write', 'advertisement', 'text', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'yes', 'Yes', 'Yes'];True
BPMAI;['30', 'days', 'amount', '200', 'amount', '200', 'Approve', 'automatically', 'Approve', 'manually', 'Cancellation', 'notice', 'email', 'Check', 'expense', 'report', 'Check', 'request', 'Create', 'account', 'Employee', 'Expense', 'report', 'Expense', 'report', 'received', 'Handle', 'expiry', 'Money', 'transferred', 'New', 'customer', 'Notify', 'employee', 'Office', 'Office', 'Old', 'customer', 'Register', 'amount', 'rectification', 'Reimbursement', 'rejected', 'Reject', 'Rejection', 'notice', 'email', 'Report', 'checked', 'Report', 'handled', 'Report', 'receipt', 'Request', 'employee', 'to', 'resubmit', 'Request', 'for', 'amount', 'rectification', 'received', 'request', 'not', 'ok', 'request', 'ok', 'Review', 'amount', 'Terms', 'expired', 'Transfer', 'money', 'to', 'account', 'Verify', 'report'];True
BPMAI;['Allowed', 'Calculates', 'the', 'total', 'amount', 'to', 'be', 'paid', 'Checks', 'database', 'for', 'the', 'number', 'of', 'days', 'allowed', 'Checks', 'for', 'the', 'type', 'of', 'leave', 'Checks', 'if', 'any', 'work', 'for', 'employee', 'pending', 'Checks', 'with', 'Seventh', 'Sense', 'system', 'Employee', 'Employee', 'Employee', 'Login', 'Enter', 'Employee', 'ID', 'Enter', 'Number', 'of', 'Days', 'Required', 'For', 'Leave', 'Enter', 'the', 'total', 'number', 'of', 'hours', 'completed', 'Leave', 'cannot', 'betaken', 'Leave', 'could', 'betaken', 'Leave', 'Grant', 'received', 'Leave', 'Granted', 'Leave', 'Granted', 'Leave', 'not', 'granted', 'Login', 'Correct', 'Login', 'Incorrect', 'Manager', 'Manager', 'No', 'Not', 'Allowed', 'Notifies', 'Manager', 'Payroll', 'Payroll', 'Salary', 'Received', 'Salary', 'sent', 'to', 'the', 'employee', 'Select', 'Leave', 'Management', 'Select', 'the', 'days', 'of', 'work', 'in', 'a', 'week', 'Select', 'Time', 'Sheet', 'Seventh', 'Sense', 'Seventh', 'Sense', 'Yes'];True
BPMAI;['x', 'a', '0', 'x', 'a', '0', 'x', 'a', '0'];True
